SIDO_NM,VISIT_AREA_NM,VISIT_AREA_TYPE_CD
안양시,교보문고 평촌점,10
서울특별시,시그니처랩 반포점,11
NaN,청라호수공원,1
수원시,백년서점,10
NaN,남한산성,2
서울특별시,남산공원 N서울타워,1
서울특별시,나주집,11
서울특별시,현대2차아파트,21
부산광역시,부산역,9
가평군,찬미네해물칼국수,11
서울특별시,문화역서울284,3
남양주시,일호갈비탕,11
NaN,신촌이대거리,4
수원시,광교중앙역 신분당선,9
서울특별시,호텔 스카이파크 킹스타운 동대문점,24
NaN,고구려대장간마을 주차장,9
NaN,월미공원,1
남양주시,운길산역 경의중앙선,9
NaN,검단산,1
서울특별시,논픽션 삼청,10
서울특별시,노량진컵밥거리,4
NaN,맹꽁이전기차매표소,12
서울특별시,느루집,11
수원시,위해브투데이,11
서울특별시,북촌한옥마을,7
오산시,광명홍두깨칼국수,11
이천시,예스파크,3
NaN,조치원역,9
서울특별시,명륜당,1
안산시,새싹보리칼국수,11
하남시,하남스타필드,4
수원시,에쿠스모텔,24
부천시,부천자연생태공원,1
NaN,서울 종로구 옥인6가길 10-11,22
안성시,북극해고등어 안성공도점,11
서울특별시,사당역 2호선,9
포항시,포항역,9
부천시,현대백화점 중동점,4
인천광역시,인천 펜타포트락페스티벌,8
양평군,용문산자연휴양림,1
NaN,불암산,1
인천광역시,송도롯데캐슬아파트,24
용인시,빈투바로스터리카페,11
NaN,이천친구집과 밭,22
포천시,산정랜드,1
서울특별시,롯데몰 김포공항점,4
서울특별시,스타벅스 여의도신한금융투자타워점,11
서울특별시,더플레어,9
서울특별시,29CM SEONGSU,4
NaN,지인집 방문,22
서울특별시,두타몰,4
서울특별시,신라스테이 광화문,24
NaN,화적연 플로깅,13
NaN,스타벅스 망원역점,11
NaN,효원공원 월화원,1
NaN,지인집,22
NaN,치과 들렸다가 집,21
서울특별시,두타,4
서울특별시,구의역 2호선,9
서울특별시,훈춘양꼬치,11
수원시,남문로데오시장,4
수원시,동장대 화성어차 연무대 매표소,2
서울특별시,코보스호텔,24
NaN,연천은대리성,1
NaN,크랩보이,11
서울특별시,신촌파랑고래,3
서울특별시,장독대김치찌개 청담점,11
서울특별시,오얏꽃,11
인천광역시,야끼화로 송도점,4
서울특별시,신라스테이 서대문,24
서울특별시,머리미인,10
서울특별시,현대백화점 미아점,4
서울특별시,참토우식당 독산8호점,11
NaN,자라섬 꽃테마공원,6
서울특별시,마이아트뮤지엄,3
서울특별시,피양옥,11
인천광역시,인천문화예술회관,3
가평군,레드펜션 신관,24
서울특별시,미미옥 신용산점,11
NaN,광장시장 전골목,4
서울특별시,에이큐브호텔,24
서울특별시,노보텔 앰배서더 서울 강남,24
의정부시,실로커피 의정부점,11
가평군,국립유명산자연휴양림,1
수원시,갠지스,11
NaN,신사개나리공원,1
서울특별시,원더마마,4
NaN,친구 집,22
NaN,서삼릉 인종인성왕후효릉,2
인천광역시,솔찬공원,1
포천시,허브아일랜드 한탄강점,11
서울특별시,달콤커피 한남동점,11
파주시,영태리라면,12
하남시,버거킹 미사역파라곤스퀘어점,11
서울특별시,IFC몰,4
서울특별시,서울돈화문국악당,3
여주시,샤브마니아 여주점,11
수원시,광교시티아이,22
서울특별시,노무현시민센터,3
여주시,비빔밥의정석,11
서울특별시,송파구청,12
서울특별시,하루필름 건대점,4
서울특별시,어반81,11
시흥시,오이도선사유적공원,2
안성시,노마드호텔,24
전주시,전북혁신LH이노팰리스아파트,22
NaN,안성,23
서울특별시,리움미술관,3
NaN,청와대  본관 영빈관등,2
안성시,두향,11
NaN,보정동카페거리,4
서울특별시,카카오프렌즈 강남플래그십스토어,10
서울특별시,디뮤지엄,3
수원시,955카페,11
수원시,까몬 광교앨리웨이점,11
서울특별시,온투,5
성남시,랩오브 파리바게뜨,11
고양시,죠스떡볶이 일산웨스턴돔점,11
NaN,돋음별공원,1
서울특별시,양화한강공원,1
서울특별시,키르케,11
서울특별시,하이디라오 명동점,11
서울특별시,멜팅샵 치즈룸,11
NaN,서울숲 곤충식물원,6
서울특별시,제로띵스,4
수원시,용성통닭,4
서울특별시,롯데마트 서울역점,4
오산시,돌체레스토,11
NaN,웨스틴조선호텔 서울 수영장,6
서울특별시,당산역해링턴타워오피스텔,22
서울특별시,황생가칼국수,11
이천시,이태리상회,11
제주특별자치도,도산근린공원,1
가평군,롯데리아 가평설악점,11
서울특별시,보령약국,10
서울특별시,앤트러사이트 서교점,11
고양시,필립테이블,11
연천군,카라솔,11
파주시,츄로바,11
수원시,리블럽,11
NaN,가산디지털단지,4
NaN,동인천 중앙시장 / 인천둘레길12코스,4
서울특별시,서울식물원 호수공원,1
서울특별시,e편한세상신촌아파트,22
가평군,대성수상레저,13
가평군,천계닭갈비,11
NaN,신성그린마트,10
용인시,신세계백화점 경기점,4
인천광역시,오션솔레뷰호텔,24
광주시,만랩커피 경기광주쌍령점,11
서울특별시,서울우리소리박물관,2
NaN,뜸,11
서울특별시,삼해집,11
서울특별시,에그셀런트 선릉역점,11
연천군,고능생선구이시골밥상,11
남양주시,정약용유적지,2
서울특별시,아크틱,11
서울특별시,빽다방 신사사거리점,11
연천군,연천재인폭포 오토캠핑장,24
용인시,테라스478,11
인천광역시,용화반점,11
NaN,만석공원,1
하남시,온더보더 스타필드하남점,10
서울특별시,롯데시티호텔 구로,24
NaN,이태원역,9
NaN,허브식당,11
서울특별시,SH아트홀,3
NaN,백운호수,7
NaN,정발산,1
서울특별시,카페노티드 여의도IFC점,11
서울특별시,파이롯트오피스 팝업,10
서울특별시,가회동백인제가옥,1
서울특별시,현대시티아울렛 동대문점,4
서울특별시,신기소 정동점,11
서울특별시,비파티세리 공덕점,11
가평군,남이섬꼬꼬춘천닭갈비,11
부산광역시,김해국제공항 국내선청사,9
NaN,포천  부모님 집,22
광명시,복호두 광명점,10
서울특별시,서울역사박물관,2
서울특별시,비트플렉스 주차장,9
안양시,평촌중앙공원,1
서울특별시,롯데월드타워&롯데월드몰,6
서울특별시,소피텔 앰배서더 서울 온천/사우나 16층,5
양평군,라임오렌지펜션,24
고양시,설문커피,11
서울특별시,아만티호텔웨딩,12
고양시,백년교동짬뽕 본점,11
서울특별시,보신각터,2
안산시,늘포레,11
NaN,설,11
서울특별시,그랜드워커힐서울,24
서울특별시,예술의전당 한가람미술관,3
대구광역시,미니에너지 직영주유소,10
가평군,카멜펜션,24
평택시,평택용이2차푸르지오아파트,22
NaN,서울안다즈호텔 2층 식당,11
가평군,르봉뺑,11
서울특별시,호텔투헤븐,24
하남시,자작나무갈비 하남미사점,11
서울특별시,남산타운아파트,22
서울특별시,대림창고,11
여주시,일품향,11
남양주시,잇다제과,11
서울특별시,라우더 커피바,11
서울특별시,에스팩토리,3
과천시,서울대공원,6
서울특별시,서울어린이대공원,1
서울특별시,이채카페,11
이천시,이천시립박물관,2
양평군,저스트텐동 양평점,11
포천시,원조이동김미자할머니갈비,11
서울특별시,데블스도어 센트럴시티점,11
천안시,세븐일레븐 천안수신점,12
NaN,더스테이힐링파크 내 알파와앵무,13
서울특별시,버즈네스트호스텔,24
수원시,라리아호텔,24
NaN,숲속 놀이터,7
NaN,경복궁돌담 청와대 사잇길,7
서울특별시,런던베이글뮤지엄 도산점,11
NaN,남산서울타워,6
과천시,이마트 과천점,4
NaN,더브라운 스타필드 고양점,11
서울특별시,코트야드 바이메리어트 서울 보타닉파크,24
부천시,에스호텔,24
인천광역시,소래포구역 수인분당선,9
하남시,서하남휴게소주유소 판교방향,9
NaN,보라매공원,1
서울특별시,삼백집 경복궁역점,11
서울특별시,광림교회,2
광주시,힐링빌,11
안산시,안산복합휴게소 인천방향,9
서울특별시,버거킹 신길점,11
용인시,스타벅스 용인보라DT점,11
수원시,보용만두 북문본점,11
성남시,위례 스토리박스,3
서울특별시,시러피하우스,11
서울특별시,서울도서관,3
광주시,번지없는주막,11
NaN,수도박물관,2
가평군,바이스테이션,11
NaN,고모리저수지,7
NaN,잠원한강공원,1
서울특별시,세븐일레븐 역삼보브점,4
서울특별시,파랑,11
서울특별시,청와대 본관,13
서울특별시,광화문,9
안양시,롯데백화점 평촌점,4
서울특별시,GS25 S김포공항역점,10
인천광역시,아트포레,11
NaN,임진강 평화 전망대,2
가평군,가평역 경춘선,9
인천광역시,인천종합터미널,9
서울특별시,마곡엠밸리7단지아파트,21
서울특별시,러쉬 강남역점,4
가평군,리오모텔,24
하남시,토이킹덤 스타필드 하남점,4
화성시,갈피책방,11
NaN,단월산,13
서울특별시,이문설농탕,11
NaN,국책연구단지 정류소,9
서울특별시,보안여관,3
NaN,아오이토리,11
서울특별시,까르띠에메종 청담,10
서울특별시,오니츠카타이거 가로수길점,4
NaN,아차산,7
서울특별시,호텔스카이파크 동대문1호점,24
서울특별시,오우드,11
서울특별시,보안1942,3
서울특별시,을지로미팅룸,11
서울특별시,에이스하드웨어 용산점,10
수원시,세컨디포레스트,11
인천광역시,블루마린관광호텔,24
가평군,효정명인갈비,11
NaN,느티나무 바베큐 곤지암리조트,13
수원시,행궁81.2,11
용인시,골든벨함흥면옥,11
광명시,리유라멘,11
가평군,오렌지루프커피,11
성남시,카카오프렌즈 판교아지트점,4
춘천시,춘천중도물레길,5
파주시,해울한정식,11
인천광역시,국제유선바다낚시,13
광명시,롯데몰 광명점,4
NaN,구봉솔숲해수욕장,1
NaN,서울세계불꽃축제,8
안양시,당산오돌 인덕원점,11
성남시,GS더프레시 위례중앙점,10
남양주시,텍사스로드하우스 현대프리미엄아울렛 스페이스원점,11
NaN,신갈천,7
서울특별시,피자레볼루션 이태원점,11
의왕시,하우현성당,2
가평군,평화식당,11
NaN,서울한양도성 남산구간 3코스,7
NaN,SRT수서역 주차장,9
NaN,분분,11
평택시,옹심이메밀칼국수&메밀막국수,11
포천시,허브아일랜드 산타마을,7
서울특별시,미소삼겹살데이,11
수원시,AY커피 수원시청점,11
NaN,홍대문화예술관광특구,3
서울특별시,무신사 스탠다드 강남,10
포천시,나이키 포천소흘점,4
서울특별시,멕시칼리,11
서울특별시,경복궁역 3호선,9
광주시,곤지암리조트,24
서울특별시,블루스퀘어,3
서울특별시,웨스틴조선 서울,24
NaN,금남멤버스오피스텔,24
NaN,친지집,22
서울특별시,남산골한옥마을,7
서울특별시,온센 강남점,11
NaN,홍대거리,4
NaN,쌈지길,4
안양시,고칸 안양1번가점,11
NaN,망원시장,4
NaN,개울장,8
NaN,어로프슬라이스피스퇴촌,11
시흥시,갯골생태공원 염전체험장,13
서울특별시,잠실역 2호선,9
서울특별시,GS25 구로계영점,10
NaN,월미문화의거리,4
서울특별시,비엣남,11
서울특별시,올림픽공원,1
성남시,성남아트센터,3
광명시,광명업사이클아트센터,3
NaN,솔띵즈(solthings),10
NaN,을지로가구거리,4
서울특별시,본동신동아아파트,24
수원시,킵댓 로스터리,11
서울특별시,피에스비,3
수원시,하우스플랜비,11
서울특별시,대조전통시장,4
평택시,커피나무숲,11
남양주시,감자옹심이,11
NaN,파리공원,1
NaN,매봉,1
안성시,숲에그릴,12
양평군,쉬자파크,1
양주시,레이크스토어,11
양평군,옥천냉면황해식당 본점,11
가평군,나나키즈풀빌라,24
양평군,코이라멘,11
서울특별시,가야,11
서울특별시,인투제주 문정도점,11
서울특별시,한양대학교 동문회관,11
NaN,정암수목공원,7
NaN,허브아일랜드 향기존,13
수원시,수원시 영통구 영통로,23
양평군,가람,11
인천광역시,임학역 인천1호선,22
서울특별시,파스타바코 본점,10
서울특별시,롯데백화점 잠실점,4
인천광역시,수도국산 달동네박물관,2
수원시,장안문,2
서울특별시,메나미죠죠,4
서울특별시,통인시장,4
수원시,팔레센트,11
서울특별시,노보텔앰배서더 서울용산,24
서울특별시,CU 원남사거리점,10
시흥시,파주닭국수 배곧베니스스퀘어점,11
인천광역시,태산아파트,22
NaN,수원공방거리,4
서울특별시,황평집,11
NaN,G7,24
NaN,구월동로데오거리,4
양평군,국수리국수집,11
NaN,하늘공원,1
수원시,하울즈,11
NaN,임진강댑싸리공원,1
광주시,화담숲 소나무정원,1
용인시,이케아 기흥점,10
수원시,나연식당,11
수원시,샌디,11
서울특별시,미미면가 본점,11
서울특별시,미드나잇키친 연남점,11
서울특별시,동대문종합시장 악세서리부자재시장,4
서울특별시,세빛섬,1
NaN,송도누리공원,1
서울특별시,비룸스튜디오 송리단길점,4
수원시,아쿠아플라넷 광교,6
서울특별시,고려대학교 서울캠퍼스,12
서울특별시,멘야산다이메 대학로점,11
NaN,월미도,1
NaN,친정,22
서울특별시,풍년닭도리탕,11
서울특별시,아이파크몰,4
광주시,파타타,11
서울특별시,카이센동우니도 신사본점,11
서울특별시,이화돈까스,11
수원시,파티세리아파리,11
인천광역시,배다리성냥마을박물관,2
서울특별시,신길역 1호선,9
서울특별시,고속터미널역 9호선,9
광명시,양평신내서울해장국,11
서울특별시,해밀톤호텔,24
서울특별시,토이쩔어스,4
가평군,가평 뉴청평펜션,24
가평군,남이섬 가평선착장,9
서울특별시,무명칼국수,11
인천광역시,오복솥뚜껑 송도점,11
서울특별시,롯데에비뉴엘 본점,4
수원시,뉴코아아울렛 동수원점,4
수원시,토끼네잡화상점,10
서울특별시,개봉역 1호선,9
